Timestamp	Species---SequenceName	Type of dormancy	Life stage	Organ/tissue/cell type that is/are used for analysis	Expression level 	Level of fold change (if applicable)	Methodology used for the expression analysis.	DOI	URL	SPECIAL NOTES (p.e. larvae were exposed to low/high temperatures during diapause; expression in comparison to winter or summer diapause etc.)	Who typed in the data	Gender	Who typed in the data
4/27/2015 22:22:22	Leptinotarsa decemlineata---Tubulin alpha-1 chain	diapause	adult/imago	whole body	stable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:13:04	Leptinotarsa decemlineata---Unknown - Clone 4141	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:21:59	Leptinotarsa decemlineata---Unknown - Clone 4141	diapause	adult/imago	whole body	stable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/24/2015 16:18:34	Leptinotarsa decemlineata---Unknown - Clone 4941	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:05:48	Leptinotarsa decemlineata---Unknown - Clone 4941	diapause	adult/imago	whole body	variable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:13:07	Leptinotarsa decemlineata---Unknown - Clone 5411	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:22:02	Leptinotarsa decemlineata---Unknown - Clone 5411	diapause	adult/imago	whole body	stable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/24/2015 16:18:38	Leptinotarsa decemlineata---Unknown - Clone 5513	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:05:51	Leptinotarsa decemlineata---Unknown - Clone 5513	diapause	adult/imago	whole body	variable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/24/2015 16:18:41	Leptinotarsa decemlineata---Unknown - Clone 5611	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:05:54	Leptinotarsa decemlineata---Unknown - Clone 5611	diapause	adult/imago	whole body	variable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:13:10	Leptinotarsa decemlineata---Unknown - Clone 5641	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:22:04	Leptinotarsa decemlineata---Unknown - Clone 5641	diapause	adult/imago	whole body	stable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/24/2015 16:18:47	Leptinotarsa decemlineata---Unknown - Clone 6922	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:05:59	Leptinotarsa decemlineata---Unknown - Clone 6922	diapause	adult/imago	whole body	variable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:13:13	Leptinotarsa decemlineata---Unknown - Clone 8212	diapause	adult/imago	whole body	detected		Differential display DDRT-PCR	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
4/27/2015 22:22:06	Leptinotarsa decemlineata---Unknown - Clone 8212	diapause	adult/imago	whole body	stable		N Blot	10.1016/j.jinsphys.2008.10.003	http://www.sciencedirect.com/science/article/pii/S002219100800214X		Miloš		
12/16/2015 16:13:30	Lucilia sericata---Hsp23 mRNA for heat shock protein 23	diapause	larva	brain	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:15:35	Lucilia sericata---Hsp23 mRNA for heat shock protein 23	diapause	larva	epithelium	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:16:24	Lucilia sericata---Hsp23 mRNA for heat shock protein 23	diapause	larva	fat body	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:17:29	Lucilia sericata---Hsp23 mRNA for heat shock protein 23	diapause	larva	gut	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:19:08	Lucilia sericata---Hsp70 mRNA for heat shock protein 70	diapause	larva	brain	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:19:56	Lucilia sericata---Hsp70 mRNA for heat shock protein 70	diapause	larva	epithelium	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:21:13	Lucilia sericata---Hsp70 mRNA for heat shock protein 70	diapause	larva	fat body	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:22:27	Lucilia sericata---Hsp70 mRNA for heat shock protein 70	diapause	larva	gut	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:24:06	Lucilia sericata---Hsp90 mRNA for heat shock protein 90	diapause	larva	brain	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:24:57	Lucilia sericata---Hsp90 mRNA for heat shock protein 90	diapause	larva	epithelium	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:25:56	Lucilia sericata---Hsp90 mRNA for heat shock protein 90	diapause	larva	fat body	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
12/16/2015 16:26:45	Lucilia sericata---Hsp90 mRNA for heat shock protein 90	diapause	larva	gut	stable		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2004.11.012	http://www.ncbi.nlm.nih.gov/pubmed/15993128	expression in comparison to non-diapausing larvae	Dunja		
2/18/2016 9:56:17	Lymantria dispar---actin	diapause	larva	brain-suboesophageal ganglion complex	down		RIA	doi:10.1016/S0022-1910(97)00173-X	http://www.sciencedirect.com/science/article/pii/S002219109700173X		Miloš		
2/18/2016 9:57:01	Lymantria dispar---actin mRNA	diapause	larva	brain-suboesophageal ganglion complex	down		Semi-quantitative (RT) PCR	doi:10.1016/S0022-1910(97)00173-X	http://www.sciencedirect.com/science/article/pii/S002219109700173X		Miloš		
3/3/2016 14:32:28	Lymantria dispar---heat shock protein 22	diapause	larva	whole body	detected		SDS-PAGE	doi:10.1016/S0022-1910(97)00173-Xdoi:10.1016/S0022-1910(97)00173-X	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/3/2016 14:32:04	Lymantria dispar---heat shock protein 29	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/4/2016 11:26:37	Lymantria dispar---heat shock protein 29	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were exposed to -20°C for 2h.	Miloš		
3/3/2016 14:31:32	Lymantria dispar---heat shock protein 42	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/3/2016 14:30:37	Lymantria dispar---heat shock protein 60	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature. It is uncertain whether this really is HSP60 due to close proximity to a non-heat shock protein band.	Miloš		
3/3/2016 14:28:21	Lymantria dispar---heat shock protein 73	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/3/2016 14:27:55	Lymantria dispar---heat shock protein 75	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/4/2016 11:15:37	Lymantria dispar---heat shock protein 75	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were exposed to -10°C for 2h.	Miloš		
3/4/2016 11:26:11	Lymantria dispar---heat shock protein 75	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were exposed to -20°C for 2h.	Miloš		
3/3/2016 14:26:00	Lymantria dispar---heat shock protein 90	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were incubated for 1h at 37, 39 and 41°C, respectively, and then labeled for 1h at the corresponding temperature.	Miloš		
3/4/2016 11:25:05	Lymantria dispar---heat shock protein 90	diapause	larva	whole body	detected		SDS-PAGE	DOI: 10.1002/arch.940180406	http://onlinelibrary.wiley.com/doi/10.1002/arch.940180406/abstract	Expression was detected in larvae that were exposed to -20°C for 2h.	Miloš		
2/18/2016 10:16:52	Lymantria dispar---hemolin mRNA	diapause	larva	whole body	up		N Blot	doi:10.1016/S0965-1748(02)00066-8	http://www.sciencedirect.com/science/article/pii/S0965174802000668		Miloš		
2/22/2016 13:37:14	Manduca sexta---pheromone biosynthesis activating neuropeptide PBAN mRNA	diapause	pupae	brain-suboesophageal ganglion complex	variable		S Blot	doi:10.1016/j.peptides.2004.03.021	http://www.sciencedirect.com/science/article/pii/S0196978104001536	Expression in comparison to non-diapausing pupae.	Miloš		
2/25/2016 14:41:26	Megachile rotundata---70 kDa heat shock cognate protein (HSC70) mRNA	diapause	larva	whole body	stable		N Blot	doi:10.1016/j.jinsphys.2004.11.008	http://www.sciencedirect.com/science/article/pii/S0022191004001969	Expression in comparison to post-diapausing pupae.	Miloš		
2/25/2016 14:41:40	Megachile rotundata---70 kDa heat shock protein (HSP70) mRNA	diapause	larva	whole body	up		N Blot	doi:10.1016/j.jinsphys.2004.11.008	http://www.sciencedirect.com/science/article/pii/S0022191004001969	Expression in comparison to post-diapausing pupae.	Miloš		
2/25/2016 14:42:08	Megachile rotundata---90 kDa heat shock protein (HSP90) mRNA	diapause	larva	whole body	stable		N Blot	doi:10.1016/j.jinsphys.2004.11.008	http://www.sciencedirect.com/science/article/pii/S0022191004001969	Expression in comparison to post-diapausing pupae.	Miloš		
2/25/2016 14:42:23	Megachile rotundata---actin mRNA	diapause	larva	whole body	down		N Blot	doi:10.1016/j.jinsphys.2004.11.008	http://www.sciencedirect.com/science/article/pii/S0022191004001969	Expression in comparison to post-diapausing pupae.	Miloš		
3/3/2016 16:35:46	Milnesium tardigradum---gene for hsp70 protein, isoform 2	cryptobiosis	adult/imago	whole body	up	2	QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full		Ana		
3/3/2016 16:36:38	Milnesium tardigradum---gene for hsp70 protein, isoform 2	cryptobiosis	adult/imago	whole body	up	8	QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full	In active stage V increased more than eight time compared to active stage I	Ana		
3/3/2016 16:53:05	Milnesium tardigradum---hsp70 protein, isoform 3	cryptobiosis	adult/imago	whole body	down	4	QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full	In cryptobiotic stage (III) decreased more than 3.7 times compared to active stage I	Ana		
3/3/2016 16:56:16	Milnesium tardigradum---hsp70 protein, isoform 3	cryptobiosis	adult/imago	whole body	stable		QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full	In active stage V the same like in active stage I	Ana		
2/28/2016 23:24:49	Milnesium tardigradum---partial gene for hsp70 protein, isoform 1	cryptobiosis	adult/imago	whole body	down	8	QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full		Ana		
2/28/2016 23:31:17	Milnesium tardigradum---partial gene for hsp70 protein, isoform 1	cryptobiosis	adult/imago	whole body	up	2	QRT-PCR	doi:10.1242/jeb.00935	http://jeb.biologists.org/content/207/10/1607.full	In active stage V increased more than twofold compared to active stage I	Ana		
3/10/2016 19:43:22	Omphisa fuscidentalis---cytochrome c oxidase subunit I (cox1) gene	diapause	larva	fat body	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2007.03.005	http://www.sciencedirect.com/science/article/pii/S0022191007000650	larvae were treated with JHA in order to initiate the termination of diapause	Boris		
3/10/2016 2:31:09	Omphisa fuscidentalis---ecdysone receptor A isoform (EcR-A) mRNA	diapause	larva	epidermis	up		QRT-PCR	doi: 10.1016/j.jinsphys.2007.08.011	http://www.sciencedirect.com/science/article/pii/S0022191007001953	larvae were subjected to transplantation of prothoracic glands from JHA treated larvae	Boris		
3/15/2016 21:42:43	Omphisa fuscidentalis---ecdysone receptor A isoform (EcR-A) mRNA	diapause	larva	midgut	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2007.10.006	http://www.sciencedirect.com/science/article/pii/S0022191007002387	gene expression was examined after the larvae were treated with JHA, in comparison to individual expression before JHA treatment; OfRpL3 gene was used as an endogenous control	Boris		
3/10/2016 2:36:09	Omphisa fuscidentalis---ecdysone receptor B1 isoform (EcR-B1) mRNA	diapause	larva	epidermis	up		QRT-PCR	doi: 10.1016/j.jinsphys.2007.08.011	http://www.sciencedirect.com/science/article/pii/S0022191007001953	larvae were subjected to transplantation of prothoracic glands from JHA treated larvae	Boris		
3/15/2016 22:03:03	Omphisa fuscidentalis---ecdysone receptor B1 isoform (EcR-B1) mRNA	diapause	larva	midgut	up		Semi-quantitative (RT) PCR	doi:10.1016/j.jinsphys.2007.10.006	http://www.sciencedirect.com/science/article/pii/S0022191007002387	gene expression was examined after the larvae were treated with JHA, in comparison to individual expression before JHA treatment; OfRpL3 gene was used as an endogenous control	Boris		
2/25/2016 14:31:03	Ostrinia nubilalis---ommochrome binding protein 1 (obp1) gene, obp1-A1 allele	diapause	larva	fat body	down		Semi-quantitative (RT) PCR		http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1307580/	The article also lists an allele of this gene, cited under accession number AY819652. However, it is not specified which of these alleles was used in primer construction and expression analysis.	Miloš		
2/25/2016 14:34:42	Ostrinia nubilalis---ommochrome binding protein 2 (obp2) gene, obp2-B1 allele	diapause	larva	fat body	stable		Semi-quantitative (RT) PCR		http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1307580/	The article also lists three other alleles of this gene, cited under accesion numbers AY819654, AY819655 and AY862870. However, it is not specified which of these alleles was used in primer construction and expression analysis.	Miloš		
12/17/2015 15:24:55	Paratlanticus ussuriensis---heat shock protein 70 (hsp70) mRNA	diapause	embryo/egg	whole body	variable		QRT-PCR	DOI: 10.1111/phen.12020	http://onlinelibrary.wiley.com/doi/10.1111/phen.12020/full	Eggs were incubated at 20 and 30 ◦C	Dunja		
12/17/2015 15:25:44	Paratlanticus ussuriensis---heat shock protein 70b mRNA	diapause	embryo/egg	whole body	variable		QRT-PCR	DOI: 10.1111/phen.12020	http://onlinelibrary.wiley.com/doi/10.1111/phen.12020/full	Eggs were incubated at 20 and 30 ◦C	Dunja		
12/17/2015 15:26:05	Paratlanticus ussuriensis---heat shock protein 70c mRNA	diapause	embryo/egg	whole body	variable		QRT-PCR	DOI: 10.1111/phen.12020	http://onlinelibrary.wiley.com/doi/10.1111/phen.12020/full	Eggs were incubated at 30 ◦C	Dunja		
12/17/2015 15:26:36	Paratlanticus ussuriensis---heat shock protein 90 mRNA	diapause	embryo/egg	whole body	variable		QRT-PCR	DOI: 10.1111/phen.12020	http://onlinelibrary.wiley.com/doi/10.1111/phen.12020/full	Eggs were incubated at 20 and 30 ◦C	Dunja		
12/17/2015 15:26:55	Paratlanticus ussuriensis---small heat shock protein mRNA	diapause	embryo/egg	whole body	variable		QRT-PCR	DOI: 10.1111/phen.12020	http://onlinelibrary.wiley.com/doi/10.1111/phen.12020/full	Eggs were incubated at 20 and 30 ◦C	Dunja		
12/17/2015 21:14:03	Praon volucre---Actin related protein 1	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:17:10	Praon volucre---Aldehyde dehydrogenase isoform B	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:28:45	Praon volucre---apolipoprotein D-like isoform 2	diapause	pupae	whole body	down		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:31:21	Praon volucre---Cathepsin-L [cysteine peptidase, CP]	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:43:48	Praon volucre---Elongation factor 1-alpha	diapause	pupae	whole body	down		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:46:35	Praon volucre---GD10219 [Glyceraldehyde 3-phosphate dehydrogenase]	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:48:33	Praon volucre---heat shock 70 kDa protein 4L-like isoform1	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:50:14	Praon volucre---Hypothetical protein SINV_09509 [cuticular protein]	diapause	pupae	whole body	down		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:52:07	Praon volucre---similar to ankyrin repeat protein	diapause	pupae	whole body	down		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 21:54:05	Praon volucre---similar to arginine kinase-like protein	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 22:00:22	Praon volucre---similar to GA17549-PA [vanin-like protein]	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 22:10:44	Praon volucre---similar to putative muscular protein 20	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 22:04:41	Praon volucre---transitional endoplasmic reticulum ATPase TER94-like	diapause	pupae	whole body	down		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
12/17/2015 22:07:33	Praon volucre---Vesicle amine transport protein	diapause	pupae	whole body	up		2 DIGE	doi:10.1371/journal.pone.0032606	http://www.ncbi.nlm.nih.gov/pubmed/22389713	expression in comparison to non-diapausing pupae	Dunja		
3/2/2016 20:14:10	Pyrrhocoris apterus---aldose reductase mRNA	diapause	adult/imago	fat body	up		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/2/2016 20:12:37	Pyrrhocoris apterus---citrate synthase mRNA	diapause	adult/imago	fat body	up		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/21/2016 17:10:09	Pyrrhocoris apterus---CLOCK protein mRNA	diapause	adult/imago	head	up		Microarray	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693	expression compared between SD (short-day) and LD (long-day) insects; wild type insects; measured with RNAse protection assay	Dunja	female	
3/21/2016 17:21:37	Pyrrhocoris apterus---CLOCK protein mRNA	diapause	adult/imago	compound eyes	detected		Whole-mount in situ hybridization	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693	weak hybridisation signals	Dunja	female	
3/21/2016 17:24:05	Pyrrhocoris apterus---CLOCK protein mRNA	diapause	adult/imago	pars intercerebralis of the brain	detected		Whole-mount in situ hybridization	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693		Dunja	female	
3/2/2016 20:54:20	Pyrrhocoris apterus---cryptochrome 2 mRNA	diapause	adult/imago	head	down		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/2/2016 20:13:39	Pyrrhocoris apterus---cytochrome c oxidase subunit Va mRNA	diapause	adult/imago	fat body	down		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/2/2016 20:36:21	Pyrrhocoris apterus---ecdysone receptor mRNA	diapause	adult/imago	ovary	detected		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause	Dunja	female	
3/2/2016 20:17:25	Pyrrhocoris apterus---period clock protein (per) mRNA	diapause	adult/imago	head	down		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/21/2016 17:11:49	Pyrrhocoris apterus---period clock protein (per) mRNA	diapause	adult/imago	head	up		Microarray	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693	expression compared between SD (short-day) and LD (long-day) insects; wild type insects; measured with RNAse protection assay	Dunja	female	
3/21/2016 17:22:30	Pyrrhocoris apterus---period clock protein (per) mRNA	diapause	adult/imago	compound eyes	detected		Whole-mount in situ hybridization	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693	weak hybridisation signals	Dunja	female	
3/21/2016 17:24:31	Pyrrhocoris apterus---period clock protein (per) mRNA	diapause	adult/imago	pars intercerebralis of the brain	detected		Whole-mount in situ hybridization	DOI 10.1007/s00018-003-3227-0	http://www.ncbi.nlm.nih.gov/pubmed/14625693		Dunja	female	
3/2/2016 20:15:10	Pyrrhocoris apterus---sorbitol dehydrogenase mRNA	diapause	adult/imago	fat body	up		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause; expression in comparison to the level after diapause termination	Dunja	female	
3/2/2016 20:36:56	Pyrrhocoris apterus---ultraspiracle mRNA	diapause	adult/imago	ovary	detected		QRT-PCR	doi:10.1016/j.jinsphys.2007.08.004	http://www.ncbi.nlm.nih.gov/pubmed/17880995	Reproductive diapause	Dunja	female	
2/29/2016 11:00:00	Rhagoletis pomonella---heat shock protein 70 mRNA	diapause	pupae	whole body	up		N Blot	DOI: 10.1111/j.1365-3032.2008.00639.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3032.2008.00639.x/full	Pupae were held at a constant 18°C.	Miloš		
2/29/2016 11:00:17	Rhagoletis pomonella---heat shock protein 90 mRNA	diapause	pupae	whole body	down		N Blot	DOI: 10.1111/j.1365-3032.2008.00639.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3032.2008.00639.x/full	Pupae were held at a constant 18°C.	Miloš		
2/29/2016 11:55:17	Riptortus pedestris---cry-m mRNA for cryptochrome-m	diapause	adult/imago	head	stable		QRT-PCR	doi:10.1016/j.gene.2008.05.002	http://www.sciencedirect.com/science/article/pii/S037811190800190X	Adults were maintained under short-day conditions (12L:12D) at 25±1°C.	Miloš	female	
2/29/2016 11:55:43	Riptortus pedestris---cyc mRNA for cycle	diapause	adult/imago	head	stable		QRT-PCR	doi:10.1016/j.gene.2008.05.002	http://www.sciencedirect.com/science/article/pii/S037811190800190X	Adults were maintained under short-day conditions (12L:12D) at 25±1°C.	Miloš	female	
2/29/2016 11:56:01	Riptortus pedestris---per mRNA for period	diapause	adult/imago	head	stable		QRT-PCR	doi:10.1016/j.gene.2008.05.002	http://www.sciencedirect.com/science/article/pii/S037811190800190X	Adults were maintained under short-day conditions (12L:12D) at 25±1°C.	Miloš	female	
